ID,Gender,Length,In Cluster,Diameter,Width,Height,Whole weight,BMI,Shucked weight,Viscera Weight,Shell Weight,Rings
77733024,F,0.615,0,0.48,0.281518022199296,0.165,1.1615,7.03939393939394,0.513,0.301,0.305,10
34479053,F,0.56,1,0.44,0.134874074387508,0.14,0.9285,6.63214285714286,0.3825,0.188,0.3,11
60830756,F,0.58,0,0.45,0.22850824615391,0.185,0.9955,5.38108108108108,0.3945,0.272,0.285,11
53601352,M,0.59,0,0.445,0.204025396939201,0.14,0.931,6.65,0.356,0.234,0.28,12
30086635,M,0.605,1,0.475,0.118241795369493,0.18,0.9365,5.20277777777778,0.394,0.219,0.295,15
1427984,M,0.575,1,0.425,0.005696639744497,0.14,0.8635,6.16785714285714,0.393,0.227,0.2,11
79803494,M,0.58,0,0.47,0.287574892414633,0.165,0.9975,6.04545454545455,0.3935,0.242,0.33,10
85681644,F,0.68,0,0.56,0.304226829884288,0.165,1.639,9.93333333333333,0.6055,0.2805,0.46,15
29463635,M,0.665,1,0.525,0.115864153149222,0.165,1.338,8.10909090909091,0.5515,0.3575,0.35,18
48642220,F,0.68,1,0.55,0.186666072561764,0.175,1.798,10.2742857142857,0.815,0.3925,0.455,19
8274444,F,0.705,1,0.55,0.032972624448801,0.2,1.7095,8.5475,0.633,0.4115,0.49,13
63067343,M,0.465,0,0.355,0.235872961374041,0.105,0.4795,4.56666666666667,0.227,0.124,0.125,8
49929916,F,0.54,1,0.475,0.19121567753034,0.155,1.217,7.85161290322581,0.5305,0.3075,0.34,16
25995115,F,0.45,1,0.355,0.102549271619575,0.105,0.5225,4.97619047619048,0.237,0.1165,0.145,8
3372712,F,0.575,1,0.445,0.013452624025418,0.135,0.883,6.54074074074074,0.381,0.2035,0.26,11
3627195,M,0.355,1,0.29,0.014467242963204,0.09,0.3275,3.63888888888889,0.134,0.086,0.09,9
83934850,F,0.45,0,0.335,0.299363113357518,0.105,0.425,4.04761904761905,0.1865,0.091,0.115,9
29418515,F,0.55,1,0.425,0.115691786854995,0.135,0.8515,6.30740740740741,0.362,0.196,0.27,14
32690473,I,0.24,1,0.175,0.128130029380126,0.045,0.07,1.55555555555556,0.0315,0.0235,0.02,5
29162183,I,0.205,1,0.15,0.114712107616251,0.055,0.042,0.763636363636364,0.0255,0.015,0.012,5
35621691,I,0.21,1,0.15,0.139160934287787,0.05,0.042,0.84,0.0175,0.0125,0.015,4
69988867,I,0.39,0,0.295,0.258001583024257,0.095,0.203,2.13684210526316,0.0875,0.045,0.075,7
56751511,M,0.47,0,0.37,0.214817869750732,0.12,0.5795,4.82916666666667,0.293,0.227,0.14,9
56549723,F,0.46,0,0.375,0.214132197547033,0.12,0.4605,3.8375,0.1775,0.11,0.15,7
70610101,I,0.325,0,0.245,0.25993733810565,0.07,0.161,2.3,0.0755,0.0255,0.045,6
89285272,F,0.525,0,0.425,0.314031974792988,0.16,0.8355,5.221875,0.3545,0.2135,0.245,9
29669578,I,0.52,1,0.41,0.116650610674122,0.12,0.595,4.95833333333333,0.2385,0.111,0.19,8
98163436,M,0.4,0,0.32,0.336859992522897,0.095,0.303,3.18947368421053,0.1335,0.06,0.1,7
34484809,M,0.485,1,0.36,0.134895712916566,0.13,0.5415,4.16538461538462,0.2595,0.096,0.16,10
82088743,F,0.47,0,0.36,0.294144804526302,0.12,0.4775,3.97916666666667,0.2105,0.1055,0.15,10
47801466,M,0.405,1,0.31,0.183680114146841,0.1,0.385,3.85,0.173,0.0915,0.11,7
40836560,F,0.5,1,0.4,0.158497357972515,0.14,0.6615,4.725,0.2565,0.1755,0.22,8
93833054,M,0.445,0,0.35,0.325962714425451,0.12,0.4425,3.6875,0.192,0.0955,0.135,8
97747780,M,0.47,0,0.385,0.335833669015379,0.135,0.5895,4.36666666666667,0.2765,0.12,0.17,8
96368090,I,0.245,0,0.19,0.332397033581512,0.06,0.086,1.43333333333333,0.042,0.014,0.025,4
48078696,F,0.505,1,0.4,0.184666041282856,0.125,0.583,4.664,0.246,0.13,0.175,7
27610698,M,0.45,1,0.345,0.108767049507736,0.105,0.4115,3.91904761904762,0.18,0.1125,0.135,7
30403555,M,0.505,1,0.405,0.119449596995797,0.11,0.625,5.68181818181818,0.305,0.16,0.175,9
898179,F,0.53,1,0.41,0.003583166149909,0.13,0.6965,5.35769230769231,0.302,0.1935,0.2,10
59388945,M,0.425,0,0.325,0.223706971341413,0.095,0.3785,3.98421052631579,0.1705,0.08,0.1,7
14561360,M,0.52,1,0.4,0.057886783294968,0.12,0.58,4.83333333333333,0.234,0.1315,0.185,8
79876289,M,0.475,0,0.355,0.28778604288376,0.12,0.48,4,0.234,0.1015,0.135,8
65082492,?,0.565,0,0.44,0.242420243433074,0.16,0.915,5.71875,0.354,0.1935,0.32,12
75965729,F,?,0,0.495,0.276270267802138,0.185,1.285,6.94594594594595,0.416,0.224,0.485,13
87552316,F,0.475,0,0.39,0.309355343816962,0.12,0.5305,4.42083333333333,0.2135,0.1155,0.17,10
72489944,I,0.31,0,0.235,0.265743138781092,0.07,0.151,2.15714285714286,0.063,0.0405,0.045,6
86586348,M,0.555,0,0.425,0.306717484815074,0.13,0.7665,5.89615384615385,0.264,0.168,0.275,13
54085508,F,0.4,0,0.32,0.205696263268648,0.11,0.353,3.20909090909091,0.1405,0.0985,0.1,8
74098408,F,0.595,0,0.475,0.270648453641656,0.17,1.247,7.33529411764706,0.48,0.225,0.425,20
30525787,M,0.57,1,0.48,0.119915121084772,0.175,1.185,6.77142857142857,0.474,0.261,0.38,11
6020002,F,0.605,1,0.45,0.024001833888074,0.195,1.098,5.63076923076923,0.481,0.2895,0.315,13
5530543,F,0.6,1,0.475,0.022052430797252,0.15,1.0075,6.71666666666667,0.4425,0.221,0.28,15
87507210,M,?,0,0.475,0.309232661039308,0.14,0.944,6.74285714285714,0.3625,0.189,0.315,9
31955349,F,0.6,1,0.47,0.125346580603616,0.15,0.922,6.14666666666667,0.363,0.194,0.305,10
63300002,F,0.555,0,0.425,0.236633184233759,0.14,0.788,5.62857142857143,0.282,0.1595,0.285,11
98286933,F,0.615,0,0.475,0.337164123654161,0.17,1.1025,6.48529411764706,0.4695,0.2355,0.345,14
3953906,F,0.575,1,0.445,0.015769694573313,0.14,0.941,6.72142857142857,0.3845,0.252,0.285,9
80607389,M,?,0,0.51,0.28989987761669,0.175,1.615,9.22857142857143,0.5105,0.192,0.675,12
97862239,F,?,0,0.425,0.336116704327143,0.165,0.9885,5.99090909090909,0.396,0.225,0.32,16
35311836,M,0.595,1,0.475,0.138000146428266,0.16,1.3175,8.234375,0.408,0.234,0.58,21
66845750,M,0.58,0,0.45,0.248079197497492,0.14,1.013,7.23571428571428,0.38,0.216,0.36,14
58024290,F,?,0,0.465,0.219124584732289,0.18,1.295,7.19444444444444,0.339,0.2225,0.44,12
70681884,M,0.625,0,0.465,0.260160466340615,0.14,1.195,8.53571428571429,0.4825,0.205,0.4,13
86017436,M,0.56,0,0.44,0.305153532752937,0.16,0.8645,5.403125,0.3305,0.2075,0.26,10
26964506,F,0.46,1,0.355,0.106283333394731,0.13,0.517,3.97692307692308,0.2205,0.114,0.165,9
9675932,?,0.575,1,0.45,0.038541233850329,0.16,0.9775,6.109375,0.3135,0.231,0.33,12
86570751,M,0.565,0,0.425,0.306674710530163,0.135,0.8115,6.01111111111111,0.341,0.1675,0.255,15
63377011,M,0.555,0,0.44,0.236884568553672,0.15,0.755,5.03333333333333,0.307,0.1525,0.26,12
61608854,M,0.595,0,0.465,0.231081957082271,0.175,1.115,6.37142857142857,0.4015,0.254,0.39,13
80550529,F,0.625,0,0.495,0.289735923585034,0.165,1.262,7.64848484848485,0.507,0.318,0.39,10
91245045,M,0.695,0,0.56,0.319234179601211,0.19,1.494,7.86315789473684,0.588,0.3425,0.485,15
48057672,M,0.665,1,0.535,0.184591317913726,0.195,1.606,8.23589743589744,0.5755,0.388,0.48,14
95344155,M,0.535,0,0.435,0.329816802388459,0.15,0.725,4.83333333333333,0.269,0.1385,0.25,9
91172442,M,0.47,0,0.375,0.319043096714966,0.13,0.523,4.02307692307692,0.214,0.132,0.145,8
848031,M,0.47,1,0.37,0.003383114549124,0.13,0.5225,4.01923076923077,0.201,0.133,0.165,7
18972527,F,0.475,1,0.375,0.075237790378428,0.125,0.5785,4.628,0.2775,0.085,0.155,10
82849085,I,0.36,0,0.265,0.296303712456309,0.095,0.2315,2.43684210526316,0.105,0.046,0.075,7
57244267,M,0.55,0,0.435,0.216488943902481,0.145,0.843,5.81379310344828,0.328,0.1915,0.255,15
66735296,M,0.53,0,0.435,0.247726647538908,0.16,0.883,5.51875,0.316,0.164,0.335,15
81150069,M,0.53,0,0.415,0.291460901966663,0.14,0.724,5.17142857142857,0.3105,0.1675,0.205,10
91168271,M,0.605,0,0.47,0.319032116957609,0.16,1.1735,7.334375,0.4975,0.2405,0.345,12
55340186,F,0.52,0,0.41,0.210005867719118,0.155,0.727,4.69032258064516,0.291,0.1835,0.235,12
83493138,F,0.545,0,0.43,0.298121828477459,0.165,0.802,4.86060606060606,0.2935,0.183,0.28,11
5923478,F,0.5,1,0.4,0.023617444157724,0.125,0.6675,5.34,0.261,0.1315,0.22,10
20449512,F,0.51,1,0.39,0.081016697190894,0.135,0.6335,4.69259259259259,0.231,0.179,0.2,9
51525903,F,0.435,0,0.395,0.19681398642118,0.105,0.3635,3.46190476190476,0.136,0.098,0.13,9
91025976,M,0.495,0,0.395,0.318657232150041,0.125,0.5415,4.332,0.2375,0.1345,0.155,9
73546451,M,0.465,0,0.36,0.268971675568169,0.105,0.431,4.10476190476191,0.172,0.107,0.175,9
45958729,I,0.435,1,0.32,0.177093757797948,0.08,0.3325,4.15625,0.1485,0.0635,0.105,9
78058643,M,0.425,0,0.35,0.282477111988975,0.105,0.393,3.74285714285714,0.13,0.063,0.165,9
58376623,F,0.545,0,0.41,0.220311200086524,0.125,0.6935,5.548,0.2975,0.146,0.21,11
22677454,F,0.53,1,0.415,0.089700468927266,0.115,0.5915,5.14347826086957,0.233,0.1585,0.18,11
40665323,F,0.49,1,0.375,0.157868651321901,0.135,0.6125,4.53703703703704,0.2555,0.102,0.22,11
20622513,M,0.44,1,0.34,0.081692471556166,0.105,0.402,3.82857142857143,0.1305,0.0955,0.165,10
40698844,F,0.56,1,0.43,0.157991760561338,0.15,0.8825,5.88333333333333,0.3465,0.172,0.31,9
79770178,M,0.405,0,0.305,0.287478215418423,0.085,0.2605,3.06470588235294,0.1145,0.0595,0.085,8
98975393,F,0.47,0,0.365,0.338852797194386,0.105,0.4205,4.00476190476191,0.163,0.1035,0.14,9
63729165,I,0.385,0,0.295,0.238032554392085,0.085,0.2535,2.98235294117647,0.103,0.0575,0.085,7
85858406,F,0.515,0,0.425,0.304714980943989,0.14,0.766,5.47142857142857,0.304,0.1725,0.255,14
20053559,M,0.37,1,0.265,0.079469136714779,0.075,0.214,2.85333333333333,0.09,0.051,0.07,6
26655076,I,0.36,1,0.28,0.105092465589859,0.08,0.1755,2.19375,0.081,0.0505,0.07,6
87449117,I,0.27,0,0.195,0.309074586088873,0.06,0.073,1.21666666666667,0.0285,0.0235,0.03,5
26266710,I,0.375,1,0.275,0.103596410399299,0.09,0.238,2.64444444444444,0.1075,0.0545,0.07,6
24123602,I,0.385,1,0.29,0.095313903030014,0.085,0.2505,2.94705882352941,0.112,0.061,0.08,8
38922036,M,0.7,1,0.535,0.151443427723918,0.16,1.7255,10.784375,0.63,0.2635,0.54,19
8947571,M,0.71,1,0.54,0.035648072247006,0.165,1.959,11.8727272727273,0.7665,0.261,0.78,18
70016571,M,0.595,0,0.48,0.258088088328375,0.165,1.262,7.64848484848485,0.4835,0.283,0.41,17
28080667,F,0.44,1,0.35,0.110570655715329,0.125,0.4035,3.228,0.175,0.063,0.129,9
17152717,F,0.325,1,0.26,0.068095363813844,0.09,0.1915,2.12777777777778,0.085,0.036,0.062,7
19322234,I,0.35,1,0.26,0.07660757683738,0.095,0.211,2.22105263157895,0.086,0.056,0.068,7
98972799,I,0.265,0,0.2,0.338846455487226,0.065,0.0975,1.5,0.04,0.0205,0.028,7
81180985,F,0.425,0,0.33,0.291549624159861,0.115,0.406,3.5304347826087,0.1635,0.081,0.1355,8
37684793,F,0.305,1,0.23,0.146856689043367,0.08,0.156,1.95,0.0675,0.0345,0.048,7
69383410,M,0.345,0,0.255,0.256106871369508,0.09,0.2005,2.22777777777778,0.094,0.0295,0.063,9
37573030,F,0.405,1,0.325,0.146441294937752,0.11,0.3555,3.23181818181818,0.151,0.063,0.117,9
12408532,M,0.375,1,0.285,0.0493761412078,0.095,0.253,2.66315789473684,0.096,0.0575,0.0925,9
39969097,F,0.565,1,0.445,0.155307929820704,0.155,0.826,5.32903225806452,0.341,0.2055,0.2475,10
8795656,F,0.55,1,0.45,0.035044400355411,0.145,0.741,5.11034482758621,0.295,0.1435,0.2665,10
14194192,M,0.65,1,0.52,0.056437057141755,0.19,1.3445,7.07631578947368,0.519,0.306,0.4465,16
72977342,M,0.56,0,0.455,0.267235654295736,0.155,0.797,5.14193548387097,0.34,0.19,0.2425,11
48202955,M,0.475,1,0.375,0.185107521485084,0.13,0.5175,3.98076923076923,0.2075,0.1165,0.17,10
35540412,F,0.49,1,0.38,0.138856569417194,0.125,0.549,4.392,0.245,0.1075,0.174,10
46529757,M,0.46,1,0.35,0.179140811276322,0.12,0.515,4.29166666666667,0.224,0.108,0.1565,10
78263024,I,0.28,0,0.205,0.283077861754828,0.08,0.127,1.5875,0.052,0.039,0.042,9
1551138,I,0.175,1,0.13,0.006187898034267,0.055,0.0315,0.572727272727273,0.0105,0.0065,0.0125,5
9771884,I,0.17,1,0.13,0.038922220903949,0.095,0.03,0.31578947368421,0.013,0.008,0.01,4
5586933,M,0.59,1,0.475,0.022277048465201,0.145,1.053,7.26206896551724,0.4415,0.262,0.325,15
8062639,F,0.605,1,0.5,0.03213046049064,0.185,1.1185,6.04594594594595,0.469,0.2585,0.335,9
8536691,F,0.635,1,0.515,0.034015149788226,0.19,1.3715,7.21842105263158,0.5065,0.305,0.45,10
49206354,F,?,1,0.485,0.188662787007476,0.16,1.0565,6.603125,0.37,0.2355,0.355,10
82437739,F,0.565,0,0.45,0.295137420220244,0.135,0.9885,7.32222222222222,0.387,0.1495,0.31,12
50825728,M,0.515,0,0.405,0.194363536280319,0.13,0.722,5.55384615384615,0.32,0.131,0.21,10
7591033,F,0.575,1,0.46,0.030254780801302,0.19,0.994,5.23157894736842,0.392,0.2425,0.34,13
58854362,M,0.645,0,0.485,0.221916266218653,0.215,1.514,7.04186046511628,0.546,0.2615,0.635,16
44434158,?,0.58,1,0.455,0.171602177440719,0.17,0.9075,5.33823529411765,0.374,0.2135,0.285,13
69547862,F,0.575,0,0.46,0.256622298415606,0.165,1.124,6.81212121212121,0.2985,0.1785,0.44,13
15301066,M,0.605,1,0.465,0.060805066705089,0.165,1.056,6.4,0.4215,0.2475,0.34,13
16272620,F,0.605,1,0.485,0.064632989875556,0.16,1.222,7.6375,0.53,0.2575,0.28,13
29626108,M,0.61,1,0.485,0.116484648474851,0.175,1.2445,7.11142857142857,0.544,0.297,0.345,12
34794723,F,0.725,1,0.56,0.136060094501121,0.21,2.141,10.1952380952381,0.65,0.398,1.005,18
40370164,F,0.65,1,0.545,0.156783935045583,0.23,1.752,7.61739130434783,0.5605,0.2895,0.815,16
5464817,M,0.725,1,0.57,0.021790617997143,0.19,2.55,13.4210526315789,1.0705,0.483,0.725,14
25827975,F,0.725,1,0.575,0.101904494904982,0.175,2.124,12.1371428571429,0.765,0.4515,0.85,20
48604437,F,0.68,1,0.57,0.186532145720244,0.205,1.842,8.98536585365854,0.625,0.408,0.65,20
55513652,M,0.705,0,0.56,0.210599357810279,0.22,1.981,9.00454545454545,0.8175,0.3085,0.76,14
85793053,F,0.68,0,0.515,0.304534586652445,0.175,1.6185,9.24857142857143,0.5125,0.409,0.62,12
89716197,M,0.695,0,0.55,0.315183751995995,0.215,1.9565,9.1,0.7125,0.541,0.59,14
37601652,F,0.53,1,0.395,0.146547694501712,0.145,0.775,5.3448275862069,0.308,0.169,0.255,7
65430533,M,0.525,0,0.435,0.243542442560568,0.155,1.065,6.87096774193548,0.486,0.233,0.285,8
69520378,F,0.52,0,0.405,0.256536198971577,0.115,0.776,6.74782608695652,0.32,0.1845,0.22,8
64037074,I,0.235,0,0.16,0.239034198392744,0.04,0.048,1.2,0.0185,0.018,0.015,5
7133593,I,0.36,1,0.26,0.02843479841524,0.09,0.1785,1.98333333333333,0.0645,0.037,0.075,7
40795039,I,0.315,1,0.21,0.158344951192025,0.06,0.125,2.08333333333333,0.06,0.0375,0.035,5
24089705,I,0.315,1,0.245,0.095182545654262,0.085,0.1435,1.68823529411765,0.053,0.0475,0.05,8
51325449,I,0.225,0,0.16,0.196113342219453,0.045,0.0465,1.03333333333333,0.025,0.015,0.015,4
42080162,M,0.58,1,0.475,0.163050026825801,0.15,0.97,6.46666666666667,0.385,0.2165,0.35,11
62520964,M,0.57,0,0.48,0.234083260952905,0.18,0.9395,5.21944444444445,0.399,0.2,0.295,14
42748490,M,0.64,1,0.51,0.165486911003958,0.175,1.368,7.81714285714286,0.515,0.266,0.57,21
65098392,F,0.56,0,0.45,0.242471567460536,0.16,1.0235,6.396875,0.429,0.268,0.3,10
28517089,F,0.62,1,0.475,0.112243388208785,0.175,1.0165,5.80857142857143,0.4355,0.214,0.325,10
81568307,F,0.645,0,0.51,0.292659286748348,0.2,1.5675,7.8375,0.621,0.367,0.46,12
39821066,M,0.62,1,0.49,0.154762546164083,0.19,1.218,6.41052631578947,0.5455,0.2965,0.355,13
79118348,F,0.63,0,0.48,0.285581534691386,0.15,1.0525,7.01666666666667,0.392,0.336,0.285,12
8123830,F,0.63,1,0.5,0.032373781250588,0.185,1.383,7.47567567567568,0.54,0.3315,0.38,10
13130524,F,0.63,1,0.48,0.052233076343036,0.16,1.199,7.49375,0.5265,0.335,0.315,11
1430908,F,0.585,1,0.46,0.005708300242657,0.17,0.9325,5.48529411764706,0.365,0.271,0.29,9
54391381,M,0.615,0,0.48,0.206749607486345,0.18,1.1595,6.44166666666667,0.4845,0.2165,0.325,13
96146011,M,0.61,0,0.485,0.331839564193162,0.17,1.0225,6.01470588235294,0.419,0.2405,0.36,12
72415350,M,0.58,0,0.45,0.265514249940563,0.15,0.927,6.18,0.276,0.1815,0.36,14
59207910,I,0.355,0,0.275,0.223101188415451,0.085,0.22,2.58823529411765,0.092,0.06,0.15,8
10908388,F,0.51,1,0.4,0.043432018286366,0.14,0.8145,5.81785714285714,0.459,0.1965,0.195,10
60320095,M,0.5,0,0.405,0.226812491658497,0.155,0.772,4.98064516129032,0.346,0.1535,0.245,12
92295126,F,0.505,0,0.41,0.321983698469994,0.15,0.644,4.29333333333333,0.285,0.145,0.21,11
79777759,M,0.64,0,0.5,0.287500215738566,0.185,1.3035,7.04594594594595,0.4445,0.2635,0.465,16
16184189,M,0.56,1,0.45,0.064284818320476,0.16,0.922,5.7625,0.432,0.178,0.26,15
97469050,M,0.585,0,0.46,0.335143097240258,0.185,0.922,4.98378378378378,0.3635,0.213,0.285,10
46808738,F,0.45,1,0.345,0.180138949587572,0.12,0.4165,3.47083333333333,0.1655,0.095,0.135,9
1868256,M,0.5,1,0.4,0.007452828619922,0.165,0.825,5,0.254,0.205,0.285,13
92219377,F,0.5,0,0.4,0.321786243753233,0.145,0.63,4.3448275862069,0.234,0.1465,0.23,12
26255994,F,0.53,1,0.435,0.103555110780338,0.17,0.8155,4.79705882352941,0.2985,0.155,0.275,13
70774011,M,0.42,0,0.335,0.260446668818982,0.115,0.369,3.20869565217391,0.171,0.071,0.12,8
96982263,F,0.44,0,0.34,0.333932543859191,0.14,0.482,3.44285714285714,0.186,0.1085,0.16,9
60032793,I,0.4,0,0.3,0.225856146742293,0.11,0.315,2.86363636363636,0.109,0.067,0.12,9
88464840,I,0.435,0,0.34,0.311826853546911,0.11,0.3795,3.45,0.1495,0.085,0.12,8
43765618,F,0.525,1,0.415,0.169182231368816,0.17,0.8325,4.89705882352941,0.2755,0.1685,0.31,13
65693631,I,0.37,0,0.28,0.244389064463084,0.095,0.2655,2.79473684210526,0.122,0.052,0.08,7
17659873,F,0.49,1,0.365,0.070088203967769,0.145,0.6345,4.37586206896552,0.1995,0.1625,0.22,10
8777224,M,0.335,1,0.25,0.034971149896262,0.09,0.181,2.01111111111111,0.0755,0.0415,0.06,7
85193853,F,0.415,0,0.325,0.302875895680268,0.105,0.38,3.61904761904762,0.1595,0.0785,0.12,12
98493414,?,0.5,0,0.405,0.337671789125447,0.14,0.6155,4.39642857142857,0.241,0.1355,0.205,9
51580621,F,0.485,0,0.395,0.197005118491881,0.16,0.66,4.125,0.2475,0.128,0.235,14
38682319,M,0.55,1,0.405,0.150556446507803,0.14,0.8025,5.73214285714286,0.244,0.1635,0.255,10
46516776,M,0.45,1,0.35,0.179094336445475,0.13,0.46,3.53846153846154,0.174,0.111,0.135,8
38420082,I,0.405,1,0.3,0.149585193395381,0.12,0.324,2.7,0.1265,0.07,0.11,7
64321283,M,0.47,0,0.36,0.23995699693924,0.135,0.501,3.71111111111111,0.1665,0.115,0.165,10
46661918,F,0.415,1,0.305,0.179613819878692,0.13,0.32,2.46153846153846,0.1305,0.0755,0.105,8
78374476,F,0.445,0,0.325,0.283405053360692,0.125,0.455,3.64,0.1785,0.1125,0.14,9
72170651,F,0.47,0,0.35,0.264762529746912,0.145,0.5175,3.56896551724138,0.187,0.1235,0.18,11
73224864,F,0.49,0,0.375,0.267991589611236,0.15,0.5755,3.83666666666667,0.22,0.144,0.19,9
62469276,F,0.445,0,0.355,0.233913635567018,0.15,0.485,3.23333333333333,0.181,0.125,0.155,11
79123333,I,0.425,0,0.38,0.285596076622421,0.105,0.3265,3.10952380952381,0.1285,0.0785,0.1,10
32162036,F,0.5,1,0.37,0.126129840388087,0.135,0.45,3.33333333333333,0.1715,0.1055,0.155,9
76734472,F,0.39,0,0.29,0.278561706072371,0.125,0.3055,2.444,0.121,0.082,0.09,7
51841906,I,0.365,0,0.27,0.197917041734263,0.085,0.205,2.41176470588235,0.078,0.0485,0.07,7
10074505,F,0.58,1,0.465,0.040123574499599,0.165,1.1015,6.67575757575758,0.404,0.2095,0.35,11
38110804,F,0.53,1,0.415,0.148438458482663,0.16,0.783,4.89375,0.2935,0.158,0.245,15
23045889,M,0.555,1,0.445,0.091132398894831,0.135,0.836,6.19259259259259,0.336,0.1625,0.275,13
40540013,M,0.565,1,0.44,0.157408291532008,0.175,0.9025,5.15714285714286,0.31,0.193,0.325,14
30350477,M,0.625,1,0.505,0.119247393172447,0.215,1.4455,6.72325581395349,0.496,0.287,0.435,22
95617322,I,0.275,0,0.215,0.330507635171407,0.075,0.1155,1.54,0.0485,0.029,0.035,7
35233220,I,0.44,1,0.35,0.137705430386491,0.135,0.435,3.22222222222222,0.1815,0.083,0.125,12
25649491,I,0.295,1,0.225,0.101215643424724,0.08,0.124,1.55,0.0485,0.032,0.04,9
67415846,I,0.075,0,0.055,0.249894712513467,0.01,0.002,0.2,0.001,0.0005,0.0015,1
7740771,I,0.13,1,0.1,0.030850398056882,0.03,0.013,0.433333333333333,0.0045,0.003,0.004,3
6428265,I,0.11,1,0.09,0.025627417027252,0.03,0.008,0.266666666666667,0.0025,0.002,0.003,3
25485099,I,0.16,1,0.12,0.100580902909813,0.035,0.021,0.6,0.0075,0.0045,0.005,5
35141097,M,0.565,1,0.425,0.137359972891257,0.16,0.9425,5.890625,0.3495,0.2185,0.275,17
94552775,I,0.27,0,0.2,0.327805243847161,0.07,0.1,1.42857142857143,0.034,0.0245,0.035,5
29352010,I,0.23,1,0.175,0.115437680617999,0.065,0.0645,0.992307692307692,0.026,0.0105,0.02,5
42069104,I,0.3,1,0.23,0.16300964615126,0.08,0.1275,1.59375,0.0435,0.0265,0.04,8
7222113,I,?,1,0.255,0.028787035338067,0.085,0.1655,1.94705882352941,0.063,0.039,0.06,8
39019242,I,0.35,1,0.26,0.15180286766555,0.085,0.174,2.04705882352941,0.0705,0.0345,0.06,10
10242931,I,0.32,1,0.245,0.040792041664453,0.08,0.1585,1.98125,0.0635,0.0325,0.05,13
61930470,?,0.36,0,0.275,0.232142175344676,0.085,0.1975,2.32352941176471,0.0745,0.0415,0.07,9
66928741,I,0.305,0,0.245,0.24834392233873,0.075,0.156,2.08,0.0675,0.038,0.045,7
36577782,I,0.345,1,0.27,0.142734565024304,0.11,0.2135,1.94090909090909,0.082,0.0545,0.07,7
21864642,I,0.33,1,0.25,0.086537254182142,0.105,0.1715,1.63333333333333,0.0655,0.035,0.06,7
6306521,M,0.59,1,0.47,0.025142711936638,0.18,1.1235,6.24166666666667,0.4205,0.2805,0.36,13
34570931,F,0.595,1,0.455,0.135219405821502,0.155,1.0605,6.84193548387097,0.5135,0.2165,0.3,12
5613696,F,0.575,1,0.46,0.022383647904781,0.185,1.094,5.91351351351351,0.4485,0.217,0.345,15
